antecedent,consequent,confidence,lift,support
"[""Large Lemon""]","[""Organic Thyme""]",0.016349109,3.225789797,0.00101365
"[""Organic Hass Avocado""]","[""Organic Red Bell Pepper""]",0.058823529,3.225314029,0.003269593
"[""Organic Red Bell Pepper""]","[""Organic Hass Avocado""]",0.179272879,3.225314029,0.003269593
"[""Organic Garlic"",""Organic Hass Avocado""]","[""Bag of Organic Bananas""]",0.380517504,3.225279144,0.001905357
"[""Organic Zucchini"",""Organic Raspberries""]","[""Bag of Organic Bananas""]",0.380487805,3.225027415,0.001188943
"[""Fresh Cauliflower""]","[""Asparagus""]",0.095058469,3.224541519,0.0019206
"[""Asparagus""]","[""Fresh Cauliflower""]",0.065149948,3.224541519,0.0019206
"[""Organic Large Extra Fancy Fuji Apple""]","[""Organic Red Bell Pepper""]",0.058803182,3.224198389,0.001295643
"[""Organic Red Bell Pepper""]","[""Organic Large Extra Fancy Fuji Apple""]",0.071040535,3.224198389,0.001295643
"[""Limes"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.240343348,3.223140873,0.0017072
"[""Feta Cheese Crumbles""]","[""Organic Garlic""]",0.102139406,3.22309028,0.001127971
"[""Organic Garlic""]","[""Feta Cheese Crumbles""]",0.035594036,3.22309028,0.001127971
"[""Organic Garnet Sweet Potato (Yam)""]","[""Organic Baby Spinach""]",0.240264798,3.222087471,0.004702421
"[""Organic Baby Spinach""]","[""Organic Garnet Sweet Potato (Yam)""]",0.063062142,3.222087471,0.004702421
"[""Organic Cilantro""]","[""Organic Cucumber""]",0.113159387,3.218627805,0.00304095
"[""Organic Cucumber""]","[""Organic Cilantro""]",0.086494689,3.218627805,0.00304095
"[""Organic Baby Broccoli""]","[""Organic Yellow Onion""]",0.105107328,3.214691699,0.001082243
"[""Organic Yellow Onion""]","[""Organic Baby Broccoli""]",0.033100233,3.214691699,0.001082243
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Blueberries""]",0.121665582,3.214583042,0.002850414
"[""Organic Raspberries""]","[""Organic Granny Smith Apple""]",0.057158312,3.20910783,0.002415993
"[""Organic Granny Smith Apple""]","[""Organic Raspberries""]",0.135643988,3.20910783,0.002415993
"[""Organic Baby Spinach"",""Organic Strawberries""]","[""Asparagus""]",0.09456986,3.207967093,0.001181321
"[""Organic Red Bell Pepper""]","[""Fresh Cauliflower""]",0.064772252,3.20584778,0.001181321
"[""Fresh Cauliflower""]","[""Organic Red Bell Pepper""]",0.058468502,3.20584778,0.001181321
"[""Michigan Organic Kale"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.378016086,3.204077041,0.001074621
"[""Apple Honeycrisp Organic""]","[""Organic Hass Avocado""]",0.178063943,3.203563954,0.003056193
"[""Organic Hass Avocado""]","[""Apple Honeycrisp Organic""]",0.054984231,3.203563954,0.003056193
"[""Organic Blueberries"",""Banana""]","[""Organic Strawberries""]",0.265945946,3.203093595,0.001874871
"[""Large Lemon""]","[""Yellow Onions""]",0.091825446,3.202638196,0.005693207
"[""Yellow Onions""]","[""Large Lemon""]",0.198564593,3.202638196,0.005693207
"[""Boneless Skinless Chicken Breasts""]","[""Red Peppers""]",0.070881226,3.201464643,0.001127971
"[""Red Peppers""]","[""Boneless Skinless Chicken Breasts""]",0.050946644,3.201464643,0.001127971
"[""Organic Baby Spinach""]","[""Organic Egg Whites""]",0.02033933,3.199883797,0.001516664
"[""Organic Egg Whites""]","[""Organic Baby Spinach""]",0.238609113,3.199883797,0.001516664
"[""Organic Garlic"",""Limes""]","[""Organic Baby Spinach""]",0.23853211,3.198851148,0.001188943
"[""Organic Cilantro"",""Limes""]","[""Organic Hass Avocado""]",0.17775571,3.198018505,0.001364236
"[""Organic Gala Apples""]","[""Organic Granny Smith Apple""]",0.056959772,3.197960952,0.001219429
"[""Organic Granny Smith Apple""]","[""Organic Gala Apples""]",0.068463843,3.197960952,0.001219429
"[""Organic Whole Milk"",""Organic Avocado""]","[""Organic Strawberries""]",0.265469062,3.19734993,0.00101365
"[""Organic Lemon"",""Organic Red Onion""]","[""Bag of Organic Bananas""]",0.377142857,3.196675526,0.001006029
"[""Organic Baby Spinach"",""Banana""]","[""Honeycrisp Apple""]",0.0865,3.196164038,0.001318507
"[""Organic Strawberries""]","[""Organic Thompson Seedless Raisins""]",0.012483936,3.192991761,0.001036514
"[""Organic Thompson Seedless Raisins""]","[""Organic Strawberries""]",0.265107212,3.192991761,0.001036514
"[""Frozen Organic Wild Blueberries""]","[""Organic Hass Avocado""]",0.177464789,3.192784515,0.00144045
"[""Organic Hass Avocado""]","[""Frozen Organic Wild Blueberries""]",0.025915261,3.192784515,0.00144045
"[""Green Bell Pepper""]","[""Organic Garlic""]",0.101150337,3.191879411,0.001943464
"[""Organic Garlic""]","[""Green Bell Pepper""]",0.061327561,3.191879411,0.001943464
"[""Broccoli Crown""]","[""Fresh Cauliflower""]",0.064461119,3.190448481,0.00144045
"[""Fresh Cauliflower""]","[""Broccoli Crown""]",0.071293851,3.190448481,0.00144045
"[""Broccoli Crown""]","[""Organic Garnet Sweet Potato (Yam)""]",0.062414734,3.18900889,0.001394721
"[""Organic Garnet Sweet Potato (Yam)""]","[""Broccoli Crown""]",0.071261682,3.18900889,0.001394721
"[""Organic Lemon"",""Organic Yellow Onion""]","[""Bag of Organic Bananas""]",0.376213592,3.188799045,0.001181321
"[""Organic Garnet Sweet Potato (Yam)"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.376106195,3.18788874,0.001295643
"[""Organic Baby Spinach"",""Bag of Organic Bananas""]","[""Organic Yellow Onion""]",0.104203936,3.187061582,0.001775793
"[""Organic Red Onion"",""Large Lemon""]","[""Organic Baby Spinach""]",0.237593985,3.186270357,0.001204186
"[""Organic Bell Pepper""]","[""Organic Hass Avocado""]",0.17709438,3.186120452,0.001272779
"[""Organic Hass Avocado""]","[""Organic Bell Pepper""]",0.02289867,3.186120452,0.001272779
"[""Organic Yellow Onion"",""Organic Cucumber""]","[""Bag of Organic Bananas""]",0.375598086,3.183581995,0.001196564
"[""Organic Red Onion""]","[""Fresh Cauliflower""]",0.064169722,3.176026066,0.00186725
"[""Fresh Cauliflower""]","[""Organic Red Onion""]",0.092417955,3.176026066,0.00186725
"[""Organic Hass Avocado"",""Organic Baby Spinach""]","[""Organic Strawberries""]",0.263578275,3.174577001,0.002515071
"[""Michigan Organic Kale"",""Bag of Organic Bananas""]","[""Organic Strawberries""]",0.263551402,3.17425334,0.001074621
"[""Organic Grape Tomatoes"",""Organic Cucumber""]","[""Organic Strawberries""]",0.263366337,3.172024386,0.00101365
"[""Organic Red Onion""]","[""Asparagus""]",0.093504453,3.171826712,0.00272085
"[""Asparagus""]","[""Organic Red Onion""]",0.09229576,3.171826712,0.00272085
"[""Organic Red Onion""]","[""Orange Bell Pepper""]",0.045049764,3.171102211,0.001310886
"[""Orange Bell Pepper""]","[""Organic Red Onion""]",0.092274678,3.171102211,0.001310886
"[""Organic Cucumber"",""Organic Strawberries""]","[""Organic Baby Spinach""]",0.236434109,3.170715755,0.001859629
"[""Organic Cucumber"",""Organic Baby Spinach""]","[""Organic Avocado""]",0.178992497,3.16985107,0.001272779
"[""Organic Avocado""]","[""Organic Grape Tomatoes""]",0.092320151,3.168515489,0.005213057
"[""Organic Grape Tomatoes""]","[""Organic Avocado""]",0.178917081,3.168515489,0.005213057
"[""Organic Baby Spinach"",""Bag of Organic Bananas""]","[""Organic Red Onion""]",0.092128801,3.166089027,0.001570014
"[""Organic Baby Spinach"",""Bag of Organic Bananas""]","[""Organic Strawberries""]",0.262522361,3.161859419,0.004473778
"[""Organic Baby Spinach"",""Banana""]","[""Organic Zucchini""]",0.1105,3.159423513,0.001684336
"[""Organic Zucchini"",""Organic Baby Spinach""]","[""Large Lemon""]",0.195789474,3.157878433,0.001417586
"[""Organic Zucchini"",""Banana""]","[""Organic Baby Spinach""]",0.235356763,3.156267933,0.001684336
"[""Organic Whole Milk"",""Banana""]","[""Organic Avocado""]",0.17816092,3.155124321,0.001417586
"[""Organic Cucumber"",""Organic Baby Spinach""]","[""Organic Strawberries""]",0.261521972,3.149810578,0.001859629
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Fresh Cauliflower""]",0.063636364,3.149627928,0.0011737
"[""Organic Granny Smith Apple""]","[""Organic Garnet Sweet Potato (Yam)""]",0.061617458,3.148273008,0.001097486
"[""Organic Garnet Sweet Potato (Yam)""]","[""Organic Granny Smith Apple""]",0.056074766,3.148273008,0.001097486
"[""Organic Broccoli""]","[""Organic Lemon""]",0.084089534,3.147875518,0.001059379
"[""Organic Lemon""]","[""Organic Broccoli""]",0.039657632,3.147875518,0.001059379
"[""Large Lemon""]","[""Organic Italian Parsley Bunch""]",0.057529195,3.145145052,0.003566828
"[""Organic Italian Parsley Bunch""]","[""Large Lemon""]",0.195,3.145145052,0.003566828
"[""Organic Zucchini"",""Organic Baby Spinach""]","[""Organic Hass Avocado""]",0.174736842,3.143705789,0.001265157
"[""Roma Tomato""]","[""Yellow Onions""]",0.090117768,3.143078724,0.001341371
"[""Yellow Onions""]","[""Roma Tomato""]",0.046783626,3.143078724,0.001341371
"[""Organic Avocado""]","[""Ground Turkey Breast""]",0.022945067,3.142587966,0.001295643
"[""Ground Turkey Breast""]","[""Organic Avocado""]",0.177453027,3.142587966,0.001295643
"[""Yellow Onions"",""Banana""]","[""Organic Avocado""]",0.177404295,3.141724949,0.001448071
"[""Organic Avocado""]","[""Feta Cheese Crumbles""]",0.034687542,3.141006019,0.001958707
"[""Feta Cheese Crumbles""]","[""Organic Avocado""]",0.177363699,3.141006019,0.001958707
"[""Organic Avocado"",""Organic Baby Spinach""]","[""Organic Zucchini""]",0.109843081,3.140640849,0.0011737
"[""Organic Baby Spinach""]","[""Organic Ginger Root""]",0.048037612,3.140491823,0.003582071
"[""Organic Ginger Root""]","[""Organic Baby Spinach""]",0.234180369,3.140491823,0.003582071
"[""Roma Tomato""]","[""Limes""]",0.144393241,3.140343574,0.002149243
"[""Limes""]","[""Roma Tomato""]",0.046742914,3.140343574,0.002149243
"[""Organic Garlic"",""Organic Yellow Onion""]","[""Organic Baby Spinach""]",0.234117647,3.13965069,0.001516664
"[""Organic Hass Avocado""]","[""Organic Grade A Free Range Large Brown Eggs""]",0.042232278,3.135967686,0.0023474
"[""Organic Grade A Free Range Large Brown Eggs""]","[""Organic Hass Avocado""]",0.174306735,3.135967686,0.0023474
"[""Limes"",""Organic Strawberries""]","[""Organic Baby Spinach""]",0.23378213,3.135151212,0.001455693
"[""Organic Red Bell Pepper"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.233704293,3.134107371,0.00112035
"[""Organic Lacinato (Dinosaur) Kale""]","[""Organic Zucchini""]",0.10959682,3.133599728,0.001470936
"[""Organic Zucchini""]","[""Organic Lacinato (Dinosaur) Kale""]",0.042057093,3.133599728,0.001470936
"[""Organic Baby Spinach"",""Bag of Organic Bananas""]","[""Organic Baby Carrots""]",0.085867621,3.132222589,0.001463314
"[""Organic Lemon"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.233364574,3.129551547,0.001897736
"[""Orange Bell Pepper""]","[""Organic Zucchini""]",0.10944206,3.129174823,0.001554771
"[""Organic Zucchini""]","[""Orange Bell Pepper""]",0.044454129,3.129174823,0.001554771
"[""Yellow Bell Pepper""]","[""Organic Avocado""]",0.176672384,3.128763242,0.001570014
"[""Organic Avocado""]","[""Yellow Bell Pepper""]",0.027804022,3.128763242,0.001570014
"[""Organic Grape Tomatoes"",""Organic Raspberries""]","[""Bag of Organic Bananas""]",0.368831169,3.126225377,0.001082243
"[""Organic Yellow Onion"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.233,3.124662408,0.001775793
"[""Organic Red Onion"",""Organic Hass Avocado""]","[""Bag of Organic Bananas""]",0.368518519,3.123575342,0.001516664
"[""Organic Garlic"",""Organic Hass Avocado""]","[""Organic Baby Spinach""]",0.232876712,3.12300905,0.001166079
"[""Organic Baby Carrots"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.232727273,3.12100498,0.001463314
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Zucchini""]",0.109090909,3.11913469,0.002012057
"[""Organic Carrot Bunch""]","[""Organic Zucchini""]",0.109070034,3.11853784,0.001448071
"[""Organic Zucchini""]","[""Organic Carrot Bunch""]",0.041403356,3.11853784,0.001448071
"[""Organic Avocado"",""Organic Strawberries""]","[""Organic Baby Spinach""]",0.232536765,3.118450159,0.001928221
"[""Organic Garlic"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.23245614,3.117368941,0.001615743
"[""Organic Bunch Beets""]","[""Organic Baby Spinach""]",0.232449298,3.117277181,0.001135593
"[""Organic Baby Spinach""]","[""Organic Bunch Beets""]",0.015228945,3.117277181,0.001135593
"[""Organic Red Bell Pepper"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.367383513,3.113954993,0.001562393
"[""Michigan Organic Kale""]","[""Organic Zucchini""]",0.108869433,3.112802225,0.002179729
"[""Organic Zucchini""]","[""Michigan Organic Kale""]",0.062322946,3.112802225,0.002179729
"[""Organic Strawberries""]","[""Organic Whole String Cheese""]",0.047273729,3.11226225,0.003925036
"[""Organic Whole String Cheese""]","[""Organic Strawberries""]",0.258404415,3.11226225,0.003925036
"[""Organic Cucumber"",""Limes""]","[""Organic Strawberries""]",0.258317025,3.111209711,0.001006029
"[""Organic Avocado"",""Banana""]","[""Organic Fuji Apple""]",0.077166065,3.108652816,0.001303264
"[""Organic Yellow Onion"",""Bag of Organic Bananas""]","[""Organic Strawberries""]",0.258,3.107391408,0.001966329
"[""Yellow Onions"",""Banana""]","[""Limes""]",0.142857143,3.106935663,0.001166079
"[""Organic Avocado"",""Bag of Organic Bananas""]","[""Organic Strawberries""]",0.257943925,3.106716035,0.002103514
"[""Organic Whole Milk"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.172629696,3.105795937,0.001470936
"[""Organic Small Bunch Celery"",""Organic Cucumber""]","[""Bag of Organic Bananas""]",0.366336634,3.105081613,0.001127971
"[""Limes""]","[""Organic Black Beans""]",0.037294878,3.104964257,0.001714821
"[""Organic Black Beans""]","[""Limes""]",0.142766497,3.104964257,0.001714821
"[""Organic Garnet Sweet Potato (Yam)""]","[""Asparagus""]",0.091510903,3.104202205,0.001791036
"[""Asparagus""]","[""Organic Garnet Sweet Potato (Yam)""]",0.060754912,3.104202205,0.001791036
"[""Organic Tomato Cluster"",""Organic Baby Spinach""]","[""Bag of Organic Bananas""]",0.366197183,3.103899625,0.001188943
"[""Bag of Organic Bananas""]","[""Organic Navel Orange""]",0.046834625,3.103598159,0.005525536
"[""Organic Navel Orange""]","[""Bag of Organic Bananas""]",0.366161616,3.103598159,0.005525536
"[""Organic Cilantro"",""Banana""]","[""Organic Baby Spinach""]",0.231418919,3.103459212,0.001044136
"[""Organic Carrot Bunch""]","[""Organic Cucumber""]",0.109070034,3.102313061,0.001448071
"[""Organic Cucumber""]","[""Organic Carrot Bunch""]",0.041187947,3.102313061,0.001448071
"[""Large Lemon"",""Banana""]","[""Organic Grape Tomatoes""]",0.090361446,3.101290855,0.001486179
"[""Organic Baby Spinach""]","[""Pineapple Chunks""]",0.025449714,3.100493501,0.001897736
"[""Pineapple Chunks""]","[""Organic Baby Spinach""]",0.231197772,3.100493501,0.001897736
"[""Limes""]","[""Green Onions""]",0.034145533,3.100485278,0.001570014
"[""Green Onions""]","[""Limes""]",0.142560554,3.100485278,0.001570014
"[""Broccoli Crown""]","[""Michigan Organic Kale""]",0.06207367,3.100351788,0.0013871
"[""Michigan Organic Kale""]","[""Broccoli Crown""]",0.069280548,3.100351788,0.0013871
"[""Organic Baby Spinach"",""Organic Strawberries""]","[""Organic Garlic""]",0.098230628,3.099745677,0.00122705
"[""Organic Zucchini"",""Organic Hass Avocado""]","[""Organic Strawberries""]",0.257364341,3.099735435,0.001265157
"[""Organic Raspberries""]","[""100% Raw Coconut Water""]",0.030652723,3.098546295,0.001295643
"[""100% Raw Coconut Water""]","[""Organic Raspberries""]",0.130970724,3.098546295,0.001295643
"[""Organic Lemon""]","[""Organic Raspberries""]",0.130955777,3.09819268,0.003498236
"[""Organic Raspberries""]","[""Organic Lemon""]",0.082762351,3.09819268,0.003498236
"[""Organic Small Bunch Celery"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.231012658,3.098011025,0.001112729
"[""Frozen Organic Wild Blueberries""]","[""Organic Baby Spinach""]",0.230985915,3.09765239,0.001874871
"[""Organic Baby Spinach""]","[""Frozen Organic Wild Blueberries""]",0.025143091,3.09765239,0.001874871
"[""Organic Red Onion"",""Bag of Organic Bananas""]","[""Organic Strawberries""]",0.257142857,3.097067849,0.001577636
"[""Organic Tomato Cluster""]","[""Organic Garlic""]",0.098108747,3.095899613,0.001897736
"[""Organic Garlic""]","[""Organic Tomato Cluster""]",0.05988456,3.095899613,0.001897736
"[""Asparagus"",""Organic Hass Avocado""]","[""Bag of Organic Bananas""]",0.36492891,3.093149699,0.0011737
"[""Organic Baby Arugula"",""Banana""]","[""Organic Baby Spinach""]",0.230639731,3.093009855,0.001044136
"[""Organic Broccoli""]","[""Organic Garlic""]",0.09800363,3.092582554,0.001234671
"[""Organic Garlic""]","[""Organic Broccoli""]",0.038961039,3.092582554,0.001234671
"[""Organic Lemon"",""Organic Hass Avocado""]","[""Organic Baby Spinach""]",0.230473752,3.090783981,0.001371857
"[""Organic Baby Spinach""]","[""No Salt Added Black Beans""]",0.029435814,3.08979493,0.002194971
"[""No Salt Added Black Beans""]","[""Organic Baby Spinach""]",0.2304,3.08979493,0.002194971
"[""Organic Strawberries"",""Banana""]","[""Organic Avocado""]",0.174333027,3.087334606,0.002888521
"[""Fresh Cauliflower"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.364185111,3.086845232,0.001379479
"[""Organic Hass Avocado""]","[""Organic Large Extra Fancy Fuji Apple""]",0.068010421,3.086675656,0.003780228
"[""Organic Large Extra Fancy Fuji Apple""]","[""Organic Hass Avocado""]",0.171566932,3.086675656,0.003780228
"[""Organic Hass Avocado"",""Organic Strawberries""]","[""Organic Zucchini""]",0.107862248,3.084004734,0.001265157
"[""Organic Granny Smith Apple"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.363817097,3.083725939,0.001394721
"[""Organic Cucumber"",""Banana""]","[""Organic Baby Spinach""]",0.229843562,3.08233278,0.001455693
"[""Organic Yellow Onion"",""Organic Hass Avocado""]","[""Organic Baby Spinach""]",0.229822161,3.082045787,0.0012804
